152890:99999,BANLOC,RO,,,45.383,21.133,82
741210:99999,EDMONTON/NAMAO(MIL),CN,,,53.667,-113.467,688
800000:99999,BOGUS COLOMBIAN,CO,,,0,0,0
284300:99999,REVDA,RA,,,56.817,59.95,325
100910:99999,ARKONA (CAPE),DL,,,54.683,13.433,41
582510:99999,DONGTAI,CI,,,32.867,120.317,5
103790:99999,POTSDAM,DL,,,52.383,13.067,100
154700:99999,ROSIORI DE VEDE,RO,,,44.117,25,103
219310:99999,JUBILEJNAJA,RA,,,70.75,136.217,22
967550:99999,BOGOR/ATANG SANJAYA,ID,,,-6.55,106.9,171
280760:99999,DEMJANSKOE,RA,,,59.6,69.283,57
947040:99999,QUANDIALLA P.O.,AU,,,-34.017,147.783,250
109620:99999,HOHENPEISSENBERG,DL,,,47.8,11.017,977
255610:99999,TANYURER,RA,,,64.85,174.25,8
39760:99999,BELMULLET PENINSULA,IE,,,54.233,-10,10
24540:99999,UTVALNAS,SN,,,60.75,17.35,0
540280:99999,BOGUS CHINESE,CI,,,44.267,120,0
264620:99999,SUSHCHEVO,RS,,,56.983,29.9,108
315210:99999,BRATOLJUBOVKA,RA,,,50.783,129.333,231
105570:99999,NEUHAUS,DL,,,50.5,11.133,850
945530:99999,APPLETHORPE GBHRS,AU,,,-28.617,151.95,873
804763:99999,BARINAS           &,VN,,,8.617,-70.217,203
60580:99999,HVIDE SANDE,DN,,,56,8.132,3
443850:99999,BOGUS MONGOLIAN,MO,,,0,0,0
153380:99999,ORAVITA,RO,,,45.033,21.683,309
530730:99999,BOGUS CHINESE,CI,,,44.75,112.833,0
874020:99999,PUENTE DAL INCA,AG,,,-32.817,-69.9,2726
72030:99999,BEG MELEN,FR,,,47.65,-3.5,54
431090:99999,HARNAI,IN,,,17.817,73.1,17
740940:99999,CAPE DYER AIRPORT,CN,,,66.583,-61.617,393
538650:99999,BOGUS CHINESE,CI,,,0,0,0
376510:99999,SHIRAKI (STEPPE),RS,,,41.417,46.25,801
945980:99999,EVANS HEAD RAAF RNG,AU,,,-29.183,153.4,63
477480:99999,KYOGA (LGT-H),JP,,,35.767,135.233,139
584780:99999,ZHI-ZHI ISLAND,CI,,,30.233,122.567,0
101286:99999,WILHEIMSHAVEN,DL,,,53.517,8.133,4
122500:99999,TORUN,PL,,,53.033,18.583,72
942670:99999,NORMANTON,AU,,,-17.667,141.083,10
913540:99999,UJELANG CAROLINE,KA,,,9.767,160.983,3
592930:99999,HEYUAN,CI,,,23.733,114.683,41
838260:99999,FOZ-DO-IGUACU(DEAD),BZ,,,-25.533,-54.6,226
429330:99999,AKOLA,IN,,,20.7,77.033,282
35050:99999,SAINT HARMON,UK,,,52.383,-3.5,282
60450:99999,DYBVAD,DN,,,57.267,10.317,16
234530:99999,URENGOY,RA,,,65.95,78.35,17
835820:99999,BAMBUI,BZ,,,-20.017,-45.983,662
543780:99999,CHING-ZHI,CI,,,41.367,126.517,0
407180:99999,ANZALI (PORT),IR,,,37.467,49.467,-23
235920:99999,BOGUS SOVIET,RA,,,0,0,0
422740:99999,GONDA-IN-UTTAR,IN,,,27.133,81.967,108
110810:99999,BADEN (AUT),OS,,,48.017,16.233,249
517650:99999,TIKANLIK,CI,,,40.633,87.7,847
306790:99999,GORBICA,RA,,,53.1,119.217,388
409100:99999,SHOR-TIPA,AH,,,37.333,66.85,260
223390:99999,CHAVANGA (STREAM),RS,,,66.1,37.817,7
956380:99999,ESPERANCE,AU,,,-33.683,121.833,145
475750:99999,AOMORI,JP,,,40.817,140.767,3
857580:99999,LONCOCHE,CH,,,-39.35,-72.633,111
976980:99999,JAYAPURA/IRIAN JAYA,ID,,,-2.367,140.717,3
640710:99999,MAMBASA,ZR,,,1.367,29.067,900
140120:99999,KATARINA,LJ,,,46.1,14.367,685
127860:99999,ZAHONY,HU,,,48.4,22.167,104
110700:99999,KREMS,OS,,,48.417,15.617,204
121030:99999,BOGUS POLISH,PL,,,0,0,0
14330:99999,MIDTLAEGER,NO,,,59.833,7,1079
24260:99999,GUSTAVSFORS,SN,,,60.15,13.8,188
488880:99999,PHUOC LONG/SONG BE,VS,,,11.817,106.967,243
80940:99999,HUESCA/MONFLORITE,SP,,,42.083,-0.333,541
552280:99999,SHIQUANHE,CI,,,32.5,80.083,4279
481000:99999,BILIN (DEAD),BM,,,17.217,97.233,61
661520:99999,DUNDO,AN,,,-7.4,20.817,775
409230:99999,BALA-MOORGHAB,AH,,,35.583,63.317,470
959680:99999,POWRANNA,AU,,,-41.683,147.283,163
442180:99999,HOVDO,MO,,,48.017,91.65,1406
993324:99999,SHIP BLOCK 32,,,,0,0,146
942010:99999,CYGNET BAY,AU,,,-16.45,123,16
959570:99999,WYNYARD AP AWS,AU,,,-41,145.733,12
71330:99999,POINTE DU ROC,FR,,,48.833,-1.617,42
528460:99999,BOGUS CHINESE,CI,,,0,0,0
133330:99999,SPLIT/KASTEL STAFIL,RH,,,43.533,16.3,24
261150:99999,RISTNA (CAPE),BY,,,58.917,22.067,9
677670:99999,KANYEMBA,ZW,,,-15.633,30.417,329
62830:99999,HUPSEL AWS,NL,,,52.067,6.65,29
334870:99999,CERKASSY,UR,,,49.433,32.067,107
61110:99999,BAAGOE,DN,,,55.3,9.8,2
312950:99999,MAGDAGACI,RA,,,53.45,125.817,372
354670:99999,BRALI,RA,,,48.9,65.533,223
124290:99999,BOGUS POLISH,PL,,,0,0,0
419410:99999,CHANDPUR,BW,,,23.267,90.7,7
246880:99999,OJMJAKON,RA,,,63.267,143.15,745
430690:99999,BARAMATI,IN,,,18.15,74.583,550
921030:99999,BROOSE ISL AWS AUT&,AU,,,-14.117,123.533,5
295590:99999,SHARYPOV,RA,,,55.55,89.233,274
475125:99999,OJIKA,JP,,,0,0,0
576330:99999,YOUYANG,CI,,,28.833,108.767,665
442560:99999,DASHBALBAR,MO,,,49.55,114.4,705
712004:99999,SHERINGHAM PT (AUT),CN,,,48.383,-123.917,0
785201:99999,PONCE/MERCEDITA,PU,,,18.017,-66.567,9
156190:99999,BOGUS BULGARIAN,BU,,,0,0,0
171300:99999,ANKARA/CENTRAL,TU,,,39.95,32.883,894
156610:99999,ACHTOPOL,BU,,,42.1,27.85,19
942070:99999,ROWLEY SHOALS AWS,AU,,,-17.533,118.95,8
12280:99999,SULA,NO,,,63.85,8.45,28
333120:99999,NOVGOROD VOLYNSKIJ,UR,,,50.6,27.617,218
433150:99999,CANNUR,IN,,,11.833,75.333,11
31740:99999,FIFE NESS (CAPE),UK,,,56.3,-2.583,6
20700:99999,GUSTAVSFORS       &,SN,,,60.15,13.8,198
10780:99999,SLETNES (LGT-H),NO,,,71.1,28.217,10
424160:99999,TEZPUR/BINDUKURI,IN,,,26.717,92.8,73
39110:99999,LOUGH SEA,UK,,,54.717,-6.817,225
586580:99999,KENG-KOU,CI,,,28.183,120.55,0
354970:99999,ZARYK,RA,,,48.95,72.85,656
63190:99999,WESTDORPE AWS,NL,,,51.533,3.9,2
945300:99999,GOONDIWINDI,AU,,,-28.533,150.3,220
160080:99999,S. VALENTINO ALLA,IY,,,45.75,10.533,1461
888800:99999,WEST POINT ISLAND,FK,,,-51.35,-60.683,26
37871:99999,WEST MALLING,UK,,,51.283,0.417,104
762200:99999,TEMOSACHIC,MX,,,28.95,-107.833,1870
315380:99999,SUTUR,RA,,,50.067,132.133,349
484776:99999,U-TAPAO AB (USAF),TH,,,12.683,101.017,18
238670:99999,LARJAK,RA,,,61.1,80.267,55
346010:99999,ZAPOROZ`E,UR,,,47.8,35.25,86
247660:99999,ITEK-KEL-IN-YAKUT,RA,,,62.35,133.533,120
100060:99999,FEHMARNBELT,DL,,,54.6,11.15,4
412580:99999,QABOOS PORT,OM,,,23.633,58.567,4
401650:99999,RAMAT-DAVID,IS,,,32.667,35.183,49
11210:99999,NORD-SOLVAER,NO,,,66.4,12.617,10
71450:99999,TRAPPES (AUT),FR,,,48.767,2.017,168
39650:99999,BIRR/BIORRA,IE,,,53.083,-7.883,72
561570:99999,BOGUS CHINESE,CI,,,0,0,0
260720:99999,PETROKREPOST',RS,,,59.933,31.05,11
157360:99999,NAME AND LOC UNKN,BU,,,0,0,0
330490:99999,SEMENOVKA,UR,,,52.183,32.583,160
25490:99999,TOMTABACKEN,SN,,,57.5,14.467,356
40500:99999,HAELL,IL,,,64.067,-20.25,122
25590:99999,GLADHAMMAR,SN,,,57.7,16.467,30
240520:99999,SAHANJA,RA,,,69.75,128.199,315
766134:99999,SAN JOSE DEL CABO &,MX,,,22.667,-102.55,0
345150:99999,KRASNOARMEJSK,UR,,,48.267,37.15,175
66810:99999,SAINT GALLEN (AUT),SW,,,47.433,9.4,790
111410:99999,BISCHOFSHOFEN,OS,,,47.4,13.217,550
30460:99999,LOCHLUICHART,UK,,,57.617,-6.05,88
944230:99999,BOGUS AUSTRALIAN,AU,,,0,0,0
288250:99999,STERLITAMAK,RA,,,53.617,55.983,130
672800:99999,CAIA,MZ,,,-17.833,35.333,45
305260:99999,TIRKA,RA,,,54.5,107.133,650
404190:99999,DAMMAM (AUT),SD,,,26.4,50.1,10
260450:99999,KUNDA (PORT),BY,,,59.5,26.533,2
238230:99999,HONGOKURT,RA,,,61.967,64.3,70
331350:99999,CERNIGOV,UR,,,51.483,31.283,137
676590:99999,KAFUE POLDER,ZB,,,-15.767,27.917,978
127560:99999,SZECSENY,HU,,,48.117,19.517,153
363250:99999,KUNGUR-TUK,RA,,,50.6,97.517,1310
274980:99999,MORKI,RS,,,56.417,49,130
119380:99999,SVERMOVO,CZ,,,48.85,20.183,906
584760:99999,LANG-GANG ISLAND,CI,,,30.433,122.917,95
941420:99999,MANINGRIDA SATTLEM,AU,,,-12.05,134.217,13
335980:99999,NOVOMIRGOROD,UR,,,48.783,31.65,146
579820:99999,APPROXIMATE LOCALE,CI,,,25.833,113.5,0
370820:99999,ARTEZIAN,RS,,,44.917,46.65,-20
383160:99999,ARYS,RA,,,42.433,68.8,240
562020:99999,JIA-LI,CI,,,30.783,93.4,4876
560900:99999,BOGUS CHINESE,CI,,,0,0,0
478170:99999,NAGASAKI,JP,,,32.732,129.866,35
406220:99999,CHAMCHAMAL,IQ,,,35.417,45.133,701
535130:99999,LINHE,CI,,,40.767,107.4,1041
561380:99999,QING-NI-DONG,CI,,,31.3,97.983,0
766131:99999,GUADALAJARA INTL  &,MX,,,20.517,-103.317,1526
400390:99999,RAQQA,SY,,,35.933,39.017,246
151270:99999,JOSENI,RO,,,46.7,25.5,749
479400:99999,NAGO,JP,,,26.583,127.967,18
23430:99999,TORPSHAMMAR,SN,,,62.5,16.283,5
728740:99999,LETHBRIDGE AIRPORT,CN,,,49.633,-112.8,929
255680:99999,YARANGI,RA,,,64.183,176.417,12
388750:99999,AKBAJTAL PASS,RA,,,38.517,73.683,4307
338960:99999,SARATA,UR,,,46.017,29.667,57
26030:99999,BROEN,SN,,,58.867,12.667,47
560890:99999,BAI-GU-SI,CI,,,33.217,103.9,0
24120:99999,GUSTAVSFORS       &,SN,,,60.15,13.8,198
222120:99999,MONCEGORSK,RS,,,67.967,32.867,132
956220:99999,DONNYBROOK,AU,,,-33.567,115.817,63
380490:99999,CIRIK-RABAT,RA,,,44.067,62.9,88
229960:99999,OB-JACEVO,RS,,,60.367,49.65,153
38700:99999,NAB TOWER LH (DEAD),UK,,,50.667,-0.95,24
574770:99999,SHA-SHI,CI,,,30.3,112.233,0
305360:99999,DAVSA,RA,,,54.35,109.517,469
689250:99999,VYEBOOM,ZA,,,-34.05,19.15,313
145440:99999,BUGOJNA,YG,,,44.067,17.467,566
121053:99999,KOSZALIN          &,PL,,,54.2,16.15,33
315280:99999,PAYKAN-IN-AMUR,RA,,,50.183,130.15,148
825650:99999,IMPERATRIZ,BZ,,,-5.533,-47.45,131
13440:99999,REIMEGREND,NO,,,60.683,6.75,560
40050:99999,BOLUNGAVIK,IL,,,66.167,-23.25,22
170240:99999,INEBOLU,TU,,,41.983,33.783,64
561260:99999,BOGUS CHINESE,CI,,,32,96.25,0
82380:99999,TORTOSA,SP,,,40.817,0.5,50
76770:99999,CAPE CAMARAT,FR,,,43.2,6.683,112
741070:25342,CAPE ST JAMES,CN,,,51.933,-131.017,89
727150:99999,RIVIERE DU LOUP   &,CN,,,47.8,-69.55,149
420620:99999,DHARMSALA,IN,,,32.267,76.383,1211
316380:99999,IVANKOVTSI,RA,,,49.1,134.483,55
839360:99999,SANTA MARIA,BZ,,,-29.7,-53.7,114
233110:99999,MISVAN,RA,,,66.95,55.767,61
948910:99999,LATROBE VALLEY ARPT,AU,,,-38.2,146.467,56
319420:99999,ZURAVLEVKA,RA,,,44.75,134.467,214
67510:99999,ROBIEI,SW,,,46.45,8.517,0
897340:99999,UNIV WI ID 8982,AY,,,-77.317,39.7,3810
945270:99999,MOREE,AU,,,-29.467,149.85,212
382030:99999,UJUK,RA,,,43.783,70.933,366
83010:99999,PALMA DE MALLORCA,SP,,,39.55,2.617,6
726070:99999,ST. STEPHEN (MARS),CN,,,45.2,-67.25,28
528860:99999,APPROXIMATE LOCALE,CI,,,36.567,103.7,1951
368800:99999,BOGUS SOVIET,RA,,,0,0,0
84900:99999,ALBORAN ISLAND,SP,,,35.95,-3.017,5
948940:99999,MOUNT BULLER,AU,,,-37.15,146.433,1707
408270:99999,NEHBANDAN,IR,,,31.533,60.033,1211
489160:99999,THO CHU,VS,,,9.283,103.467,0
953030:99999,VARANUS ISLAND,AU,,,-20.65,115.567,24
154050:99999,GRIVITA,RO,,,44.75,27.3,51
587530:99999,RUI-AN,CI,,,27.783,120.6,0
948900:99999,GUNDUGAI,AU,,,-35.033,148.1,250
783170:99999,PASO REAL SAN DIEGO,CU,,,22.567,-83.3,44
948530:99999,S. CHANNEL ISL AWS,AU,,,-38.3,144.8,13
376950:99999,SPITAK,RS,,,40.833,44.267,1552
993464:99999,SHIP BLOCK 46,,,,0,0,146
430290:99999,CHANDRAPUR,IN,,,19.967,79.3,191
24190:99999,SOOKOJAN,SN,,,59.3,13.667,0
368810:99999,KAPCHAGAY,RA,,,43.883,77.167,456
726278:99999,MONTREAL/MIRABEL,CN,,,45.683,-74.033,82
319430:99999,ZAVETNOJE,RA,,,44.7,134.7,0
23020:99999,IDRE-STORBO,SN,,,61.867,12.3,660
239730:99999,VOROGOVO,RA,,,61,89.75,46
424070:99999,GOALPARA,IN,,,26.183,90.633,36
388420:99999,BUSTONABAD,RA,,,38.683,69.567,1964
25040:99999,SVARTEBORG,SN,,,58.567,11.55,70
154900:99999,TURNU MAGURELE,RO,,,43.75,24.883,31
940560:99999,POPONDETTA,NG,,,-8.75,148.25,91
920720:99999,HOSKINS W.O.,NG,,,-5.467,150.4,3
236310:99999,BEREZOVO,RA,,,63.933,65.05,27
34970:99999,GORLESTON,UK,,,52.583,1.717,3
471310:99999,CHONGJU,KO,,,36.633,127.433,60
567390:99999,TENGCHONG,CI,,,25.117,98.483,1649
838950:99999,ARVOREDO ISLAND,BZ,,,-27.3,-48.35,70
123600:99999,PLOCK,PL,,,52.583,19.733,109
13060:99999,HELLISOY (LGT-H),NO,,,60.75,4.717,20
29860:99999,KATAJALUOTO,FI,,,60.1,24.917,7
24680:99999,STORA SPANSBERGET,SN,,,60.383,15.133,492
478120:99999,SASEBO,JP,,,33.15,129.733,15
24400:99999,AMOT,SN,,,60.967,16.433,145
200660:99999,USHAKOVA ISLAND,RA,,,80.833,79.7,47
932450:99999,TAUPO AWS,NZ,,,-38.733,176.067,401
427630:99999,HOSHANGABAD,IN,,,22.767,77.767,302
155750:99999,BOGUS BULGARIAN,BU,,,0,0,0
640560:99999,BAFWASENDE,ZR,,,1.083,27.133,540
233380:99999,POLUY,RA,,,66.267,67.867,38
154060:99999,HIRSOVA,RO,,,44.683,27.933,38
374840:99999,BATUMI (BAY),RS,,,41.65,41.633,6
892080:99999,CLEAN AIR,AY,,,-89.95,-0.017,2835
787600:99999,PUNTARENAS,CS,,,9.967,-84.833,3
913690:99999,JALUIT ATOLL,MH,,,5.917,169.65,3
682760:99999,POTGIETERSRUS,ZA,,,-24.183,29.017,1118
941050:99999,SCOTT REEF AWS AUT,AU,,,-14.05,121.8,7
638810:99999,BOGUS TANZANIAN,TN,,,0,0,0
339020:99999,HERSON,UR,,,46.667,32.616,48
680310:99999,MOREMI,BC,,,-19.333,23.417,964
577540:99999,QIAN-YANG,CI,,,27.317,110.167,0
538630:99999,JIEXIU,CI,,,37.05,111.933,750
108180:99999,KLIPPENECK (CLIFF),DL,,,48.1,8.75,973
681760:99999,MARA,ZA,,,-23.15,29.567,900
25290:99999,VARBERG           &,SN,,,57.117,12.267,0
729190:99999,PELLY BAY,CN,,,68.433,-89.717,323
29880:99999,ISOSAARI,FI,,,60.1,25.067,5
527380:99999,BOGUS CHINESE,CI,,,37.317,97.833,0
62780:99999,HEINO AWS,NL,,,52.433,6.267,5
896600:99999,YOUNG ISLAND,AY,,,-66.283,162.333,30
407670:99999,NOWJEH,IR,,,35.2,48.683,1679
442130:99999,BARUUNTURUUN,MO,,,49.65,94.4,1232
956420:99999,NORSEMAN AERO,AU,,,-32.217,121.75,263
11840:99999,SANDSOY I SENJA,NO,,,68.933,16.683,45
239140:99999,CERDYN`,RA,,,60.4,56.517,206
386650:99999,AK-MOLLA,RA,,,39.583,59.983,108
433010:99999,DHARMAPURI,IN,,,12.133,78.033,396
832700:99999,CANARANA,BZ,,,-13.333,-52.5,430
145420:99999,BANJA LUKA,,,,44.783,17.217,156
13740:99999,VEST-TORPA II,NO,,,60.933,10.033,542
788570:99999,BASSETERRE,AT,,,17.283,-62.733,21
916120:99999,BONRIKI AIRPORT,KB,,,1.383,173.15,2
432950:99999,BANGALORE,IN,,,12.967,77.583,921
23380:99999,EDSBYN (AUTO),SN,,,61.367,15.717,185
570730:99999,LUO-YANG,CI,,,34.667,112.417,155
275090:99999,MOZHAYSK-IN-MOSKVA,RS,,,55.517,36,182
152210:99999,BALINTESTI,RO,,,46.033,27.917,214
956410:99999,WITCHCLIFFE,AU,,,-34.033,115.1,80
94550:99999,BOGUS GERMAN,DD,,,0,0,0
107040:99999,BERUS,DL,,,49.283,6.683,363
971820:99999,UJANG PANDANG,ID,,,-5.067,119.567,14
318510:99999,GAMCANZA,RA,,,46.683,136.267,244
653510:99999,DAPAON,TG,,,10.867,0.25,330
717375:99999,SAULT STE MARIE   &,CN,,,46.483,-84.5,188
14400:99999,HYLESTAD-BROKKE,NO,,,59.1,7.5,443
401040:99999,MERDJAYOUN,LB,,,33.367,35.583,773
296530:99999,UZUR,RA,,,55.3,89.817,383
304570:99999,BAUNT (MTN STN),RA,,,55.267,113.133,1089
915020:99999,TARO ISLAND,SO,,,-6.7,156.383,3
993364:99999,SHIP BLOCK 36,,,,0,0,146
277360:99999,SHILOVO-IN-RYAZAN,RS,,,54.317,40.9,98
575720:99999,ZHI-ZHOU,CI,,,29.733,112.3,76
119780:99999,MILHOSTOV,CZ,,,48.667,21.733,104
862330:99999,VILLARRICA,PY,,,-25.75,-56.433,161
999999:43205,TSINGTAO,CI,,,36.183,120.383,14
577590:99999,LONG-HUI-ANG,CI,,,27.35,110.95,644
209430:99999,CAPE MENSHIKOVA,RA,,,70.717,57.617,14
60530:99999,AGGERSUND,DN,,,56.95,9.25,6
276930:99999,LAISEVO,RS,,,55.4,49.533,61
892840:99999,NAVY OPERATED(AMOS),AY,,,-75.917,-83.917,1054
95770:99999,KARL-MARX-STADT   &,DD,,,50.817,12.9,357
151230:99999,SARMASU,RO,,,46.75,24.167,401
476780:99999,HACHIJOJIMA/OMURE,JP,,,33.1,139.783,80
941290:99999,CAPE DON AWS AUTO,AU,,,-11.317,131.783,20
119180:99999,LIESEK,CZ,,,49.367,19.683,692
538180:99999,BOGUS CHINESE,CI,,,36.117,106.633,0
681710:99999,ALLDAYS,ZA,,,-22.683,29.1,839
238380:99999,BECAME STN 238281,RA,,,61.05,68.633,28
729466:99999,FT PROVIDENCE,CN,,,61.333,-117.667,159
249550:99999,DOBROLET,RA,,,60.517,127.917,468
151580:99999,ZARAND,RO,,,46.4,21.65,112
897670:99999,AMERY ICE SHELF,AY,,,-70.9,69.867,84
246780:99999,ZAPADANYA,RA,,,63.05,137.95,849
537140:99999,BOGUS CHINESE,CI,,,0,0,0
21990:99999,YLINENJARVI,SN,,,66.617,23.467,132
429370:99999,AMRAOTI,IN,,,20.933,77.783,367
471590:99999,PUSAN,KO,,,35.1,129.032,71
534730:99999,CHI PI PU LANG,CI,,,40.883,112.883,0
401530:99999,MOUNT KENAAN,IS,,,32.983,35.5,936
62790:99999,HOOGEVEEN AWS,NL,,,52.733,6.517,14
30240:99999,HYSKEIR (LGT-H),UK,,,56.967,-6.683,10
282380:99999,KYN,RA,,,57.867,58.65,176
134890:99999,VRANJE,YG,,,42.55,21.917,434
547730:99999,BOGUS CHINESE,CI,,,0,0,0
14270:99999,LISTA (LGT-H),NO,,,58.117,6.567,14
539230:99999,XIFENGZHEN,CI,,,35.733,107.633,1423
957660:99999,SYDNEY HARBOUR,AU,,,-33.833,151.267,5
684740:99999,ROYAL NATAL PARK,ZA,,,-28.683,28.95,1392
357910:99999,MOINTY,RA,,,47.2,73.35,581
365350:99999,KOKPEKTY,RA,,,48.75,82.367,511
589280:99999,ZHANG-PING,CI,,,25.3,117.4,0
354260:99999,TEMIR-GOROD,RA,,,49.15,57.117,236
123100:99999,SLUBICE,PL,,,52.35,14.6,24
529070:99999,BOGUS CHINESE,CI,,,35.167,92.833,0
156420:99999,ELHOVO,BU,,,42.85,26.567,139
564620:99999,JIULONG/GYAISI,CI,,,29,101.5,2994
309680:99999,HARANOR,RA,,,50.1,116.667,705
154490:99999,BOGUS ROMANIAN,RO,,,0,0,0
206750:99999,MAKAROVA,RA,,,73.683,85.25,15
561960:99999,MIANYANG,CI,,,31.467,104.683,472
425470:99999,NIMACH,IN,,,24.467,74.9,494
30700:99999,GLENLIVET,UK,,,57.35,-3.35,215
718864:99999,PRINCETON ARPT    &,CN,,,49.467,-120.517,700
26380:99999,SMYGEHUK (LGT-H),SN,,,55.333,13.35,5
107770:99999,GELBELSEE,DL,,,48.95,11.433,539
20290:99999,TARFALA,SN,,,67.917,18.6,1151
381240:99999,UZEN,RA,,,43.367,52.833,210
474520:99999,SHAKOTAN (LGT-H),JP,,,43.367,140.467,115
945110:99999,INJUNE,AU,,,-25.85,148.567,389
945580:99999,TOOLARA (KELLY),AU,,,-25.967,152.867,80
75540:99999,MENDE (AUT),FR,,,44.533,3.45,934
716041:99999,EDDY POINT        &,CN,,,45.317,-60.967,26
467373:99999,BAKUAI/PA KUEI,TW,,,24.933,121.3,141
943080:99999,DAMPIER,AU,,,-20.717,116.733,12
890660:99999,SAN-MARTIN ARG-BASE,AY,,,-68.133,-67.133,4
956370:99999,LAKE GRACE,AU,,,-33.1,118.467,286
370310:99999,ARMAVIR,RS,,,44.983,41.117,160
762252:99999,CHIHUAHUA INTL    &,MX,,,28.7,-105.967,1354
228300:99999,TEREBOVSKAYA,RS,,,61.783,36.033,34
100630:99999,PUTTGARDEN (AUT),DL,,,54.5,11.217,3
561370:99999,QAMDO,CI,,,31.15,97.167,3307
592980:99999,HUI-YANG,CI,,,23.083,114.417,16
20590:99999,GADDEDE,SN,,,64.5,14.133,318
837320:99999,OURO FINO,BZ,,,-22.283,-46.55,925
314160:99999,IM POLINY OSIPENKO,RA,,,52.417,136.5,73
474200:99999,NEMURO,JP,,,43.333,145.583,26
597920:99999,DONGSHA (=468100),CI,,,20.667,116.733,6
341090:99999,OBOJAN`,RS,,,51.217,36.283,196
573850:99999,SUIZHOU,CI,,,31.717,113.367,61
105060:99999,NUERBURG-BARWEILER,DL,,,50.35,6.867,486
111750:99999,BRUCK/MUR,OS,,,47.417,15.267,482
958330:99999,KYABRAM INST FOR,AU,,,-36.333,145.067,105
335110:99999,TURKA,UR,,,49.15,23.033,588
13700:99999,SKABU-STORSLAEN,NO,,,61.517,9.383,865
471130:99999,ASCOM CITY/A-102,KO,,,37.5,126.7,18
479170:99999,IRIOMOTEJIMA ISLAND,JP,,,24.383,123.75,9
876490:99999,BENITO JUAREZ,AG,,,-37.717,-59.783,207
764710:99999,SOMBRERETE,MX,,,23.633,-103.633,2359
221230:99999,GOLITSINO,RS,,,69.067,35.733,15
203570:99999,RUSSKAYA GAVAN',RA,,,76.183,62.567,9
484550:99999,BANGKOK,TH,,,13.733,100.567,20
375450:99999,TBILISI,RS,,,41.7,44.75,403
581440:99999,QINGJIANG,CI,,,33.6,119.033,19
683770:99999,NEWCASTLE,ZA,,,-27.767,29.983,1238
338890:99999,IZMAIL,UR,,,45.367,28.867,30
255510:99999,MARKOVO,RA,,,64.683,170.417,33
134910:99999,SKOPJE,YG,,,42.517,22.283,1176
37890:99999,JUBILEE CORNER,UK,,,51.183,0.633,46
81820:99999,MONTSENY MTN RANGE,SP,,,41.783,2.433,1707
948270:99999,NHILL,AU,,,-36.35,141.65,130
584620:99999,MIN-HANG,CI,,,31,121.4,0
105780:99999,FICHTELBERG MTN,DL,,,50.433,12.95,1215
389330:99999,KURGAN-TJUBE,RA,,,37.817,68.783,430
711146:99999,OSOYOOS (AUTO8),CN,,,49.033,-119.433,283
13800:99999,VENABU,NO,,,61.65,10.117,940
572590:99999,FANGXIAN,CI,,,32.033,110.767,435
309480:99999,GRJAZI,RA,,,50.017,111.183,1234
693960:99999,CAPE HERSHEL,CN,,,78.667,-74.5,0
333460:99999,KIEV/BORISPOL,UR,,,50.35,30.917,125
85300:99999,CAPE CARVOEIRO (LH),PO,,,39.35,-9.4,34
443170:99999,ERDENE-TSAGAAN,MO,,,45.933,115.367,1067
160150:99999,BRENNERO PASS,IY,,,46.983,11.5,1362
948490:99999,MARYBOROUGH,AU,,,-37.05,143.733,249
623780:99999,HELWAN,EG,,,29.867,31.333,141
20830:99999,GOTSKA SANDON     &,SN,,,58.4,19.2,12
13710:99999,LOKEN I VOLBU,NO,,,61.117,9.067,525
941470:99999,CAPE WESSEL AWS,AU,,,-11.017,136.75,19
111290:99999,KIRCHBICHL,OS,,,47.517,12.083,510
889710:99999,BROWN ARG-BASE,AG,,,-64.883,-62.883,1
171905:99999,AFYON (MIL),TU,,,38.733,30.6,1010
941510:99999,NORTH EAST ISL AWS,AU,,,-13.65,136.933,18
388180:99999,AKRABAT,RA,,,38.25,66.833,1601
246710:99999,TOMPO,RA,,,63.95,135.867,400
272080:99999,MAKSATIKHA,RS,,,57.8,35.883,140
898720:99999,FERRELL,AY,,,-78.017,170.8,45
585490:99999,JINHUA,CI,,,29.15,119.633,35
761220:99999,NUEVA CASAS GRANDES,MX,,,30.417,-107.917,1467
228450:99999,KARGOPOL`,RS,,,61.5,38.933,121
294010:99999,SEDELNIKOVO,RA,,,56.95,75.3,90
918080:99999,MANIHIKI,KU,,,-10.4,-161.05,4
711224:99999,BANFF,CN,,,51.183,-115.567,1384
834230:99999,GOIANIA,BZ,,,-16.683,-49.283,729
467060:99999,SUAO MET STATION,TW,,,24.6,121.85,3
61910:99999,CHRISTIANSO (LGT-H),DN,,,55.317,15.183,15
75860:99999,CARPENTRAS (AUT),FR,,,44.083,5.05,105
374720:99999,MAHACKALA,RS,,,43.017,47.433,32
424980:99999,BHAGALPUR,IN,,,25.233,86.95,49
368210:99999,BAKANAS,RA,,,44.833,76.267,395
544830:99999,CAOHEKOU,CI,,,40.883,123.9,235
239040:99999,KAZIM,RA,,,60.333,51.55,126
475840:99999,MORIOKA,JP,,,39.7,141.167,157
959800:99999,SWAN ISLAND (LGT-H),AU,,,-40.733,148.117,9
306500:99999,ROMANOVKA,RA,,,53.217,112.767,923
373160:99999,NIZHNIY-ZARAMAG,RS,,,42.7,43.967,1730
645700:99999,BOGUS GABONNAISE,GO,,,0,0,0
